SIZE = 30000
(1862;2319)
(3966;8082)
(2251;2766)
(3789;8450)
(4374;8238)
(2359;2626)
(3648;7943)
(988;530)
(3695;7909)
(996;487)
(4080;8010)
(2530;2671)
(2712;2514)
(4393;7776)
(4013;7978)
(2283;2576)
(3718;7635)
(2071;2057)
(2374;1822)
(1975;2712)
(3958;7566)
(2664;2411)
(2091;2614)
(1901;2151)
(2692;2078)
(513;742)
(957;627)
(2671;2007)
(998;942)
(477;780)
(4416;7726)
(557;1014)
(1144;840)
(4174;8072)
(2063;2816)
(2112;2563)
(2481;2149)
(4211;7836)
(2176;1901)
(2129;2868)
(3634;7981)
(2631;1932)
(1090;1047)
(3592;7926)
(2169;2269)
(3722;7777)
(2793;2812)
(658;731)
(3742;8345)
(2204;2091)
(714;956)
(2175;2288)
(2479;2016)
(4033;7552)
(3700;7923)
(782;515)
(2082;2628)
(546;1060)
(3602;7969)
(3966;7788)
(4344;8223)
(461;927)
(2796;2284)
(645;888)
(858;727)
(691;979)
(720;871)
(3999;8422)
(3833;7714)
(4398;7708)
(4352;8119)
(1037;559)
(4142;7843)
(3704;7614)
(3953;8247)
(853;1012)
(2224;2369)
(4119;8260)
(528;763)
(2145;2560)
(4314;8107)
(3638;7692)
(3991;7715)
(4117;7661)
(2341;2253)
(1867;2308)
(953;690)
(3896;7947)
(2208;1945)
(481;1024)
(2645;2443)
(4434;8145)
(2730;2896)
(570;663)
(2271;2228)
(2351;2868)
(4301;8366)
(1047;864)
(558;670)
(846;1178)
(2316;2627)
(973;698)
(2308;2379)
(4066;8456)
(2374;2697)
(1916;2181)
(3612;8132)
(2111;2090)
(4033;7710)
(2475;2588)
(846;732)
(3860;7536)
(2038;2162)
(700;999)
(1892;2194)
(3811;8202)
(765;500)
(3998;7659)
(528;524)
(2655;2832)
(768;1136)
(3878;8385)
(1053;775)
(2570;2734)
(2967;2454)
(2675;2112)
(2425;2863)
(2213;2773)
(3729;7639)
(2735;2105)
(2589;2502)
(1957;2303)
(4458;8122)
(4015;8333)
(2149;2879)
(3929;7521)
(838;832)
(2657;2930)
(2294;2286)
(707;974)
(4163;7750)
(2062;1906)
(2243;2178)
(4249;8392)
(4295;8298)
(1976;2302)
(3868;8241)
(823;1068)
(880;928)
(4032;7994)
(946;756)
(3957;8448)
(3978;7524)
(4388;7766)
(2226;2620)
(3718;7672)
(1012;733)
(758;502)
(2227;1973)
(2840;2740)
(3849;7860)
(2659;2927)
(3921;7651)
(497;766)
(4013;7552)
(2231;2865)
(2880;2501)
(614;482)
(2569;2122)
(2022;2795)
(4251;8024)
(2532;2894)
(2762;2121)
(2434;2653)
(927;557)
(1185;853)
(2209;2080)
(3981;7519)
(3883;7933)
(2700;2454)
(2054;2678)
(2050;2785)
(2665;2328)
(2303;2839)
(2738;2353)
(2266;1828)
(1006;981)
(2343;2796)
(4163;7914)
(2218;2966)
(4131;8394)
(527;848)
(2575;2335)
(1057;771)
(3864;7675)
(3804;7655)
(2600;2141)
(3855;7608)
(3615;7969)
(684;1023)
(2641;1876)
(3656;8111)
(2629;2428)
(786;1132)
(2126;2297)
(2831;2628)
(3811;7685)
(2544;2034)
(2797;2334)
(2591;2025)
(4365;8131)
(4055;7722)
(1962;2522)
(4227;7982)
(2231;2920)
(2136;2875)
(4103;8359)
(4310;7980)
(2060;1927)
(2062;2311)
(4001;8141)
(2804;2316)
(3563;8096)
(4072;7567)
(2999;2381)
(795;618)
(2308;2948)
(982;576)
(2478;2013)
(2847;2783)
(2761;2390)
(3903;8244)
(2042;2523)
(3546;7927)
(3507;8007)
(3928;8435)
(2145;2604)
(3896;8173)
(2014;2013)
(4308;7773)
(2305;2467)
(4095;8409)
(4396;7867)
(3528;8025)
(2252;2785)
(3755;7994)
(2834;2346)
(2187;2350)
(2699;2096)
(734;793)
(3947;7885)
(697;811)
(2644;2321)
(1026;715)
(1066;1060)
(1119;624)
(909;606)
(4230;8108)
(2285;2752)
(962;1110)
(3572;7801)
(2926;2532)
(583;961)
(4368;8082)
(763;763)
(3624;8326)
(589;983)
(3805;8151)
(2200;2791)
(435;915)
(2207;2904)
(2356;2414)
(933;993)
(4210;7825)
(4252;7758)
(2132;2908)
(860;752)
(2311;2833)
(1142;814)
(1003;619)
(539;525)
(1145;869)
(2779;2788)
(2317;2237)
(2131;2180)
(2222;2144)
(2373;2275)
(863;582)
(4199;8322)
(3972;8381)
(2502;2421)
(2438;2462)
(815;680)
(4194;8183)
(2648;2214)
(3915;7722)
(4294;8057)
(2920;2356)
(4383;8254)
(2282;2789)
(794;888)
(4428;8030)
(2119;2505)
(1079;873)
(3922;7736)
(4158;8167)
(3707;8243)
(3800;8372)
(690;745)
(4297;8076)
(4055;8457)
(3966;8227)
(994;748)
(3596;8028)
(4130;7821)
(2283;2440)
(808;460)
(1003;1135)
(1854;2259)
(4498;8031)
(4106;7667)
(2933;2426)
(800;580)
(665;812)
(2603;2445)
(2202;2189)
(719;733)
(2538;1880)
(787;566)
(2063;1955)
(2437;2356)
(761;484)
(2327;1950)
(2857;2277)
(2413;1913)
(3753;8203)
(2928;2118)
(4073;8247)
(981;574)
(2274;2304)
(2897;2696)
(2889;2112)
(1983;2548)
(3876;8393)
(2637;1859)
(4083;7784)
(4012;8402)
(3757;8306)
(690;658)
(4118;8066)
(3945;8176)
(2668;2304)
(2052;2363)
(2698;1966)
(786;772)
(4237;8117)
(4026;7800)
(2495;2305)
(811;463)
(4330;8173)
(3613;7924)
(2501;2633)
(2182;2094)
(2361;2935)
(3909;7973)
(3945;8357)
(4030;7812)
(2017;2743)
(2215;2623)
(812;975)
(2621;2573)
(3685;8382)
(4473;7910)
(2394;2079)
(2347;2621)
(4319;7705)
(2488;2354)
(1845;2620)
(2335;2107)
(2007;2408)
(2260;2299)
(4119;7894)
(941;771)
(4426;8163)
(2833;2132)
(1918;2230)
(3707;7969)
(2085;2318)
(1130;600)
(2726;2154)
(4038;7915)
(977;829)
(2729;2357)
(2571;2789)
(2050;2788)
(609;1040)
(3881;7943)
(4412;7915)
(3632;8306)
(3823;7649)
(1922;2582)
(2894;2709)
(2764;2877)
(967;920)
(2448;2408)
(2718;2071)
(3867;8440)
(3544;7814)
(536;1016)
(2030;2703)
(4048;7582)
(3740;8375)
(1107;703)
(1083;782)
(3845;7565)
(679;931)
(2386;2637)
(1018;736)
(4095;8414)
(758;890)
(665;462)
(2063;2261)
(2258;2510)
(866;653)
(2636;2352)
(4030;8193)
(2377;2268)
(3909;7532)
(4121;8062)
(3595;7781)
(2000;2430)
(2107;2668)
(2877;2627)
(2499;2145)
(2163;2053)
(1163;639)
(477;771)
(3652;8202)
(2022;2121)
(446;710)
(3532;8176)
(756;634)
(1995;2544)
(4159;8176)
(1944;2076)
(2274;2611)
(433;656)
(3981;7875)
(1889;2271)
(4119;7786)
(2801;2176)
(3880;7798)
(1021;869)
(696;641)
(4081;8088)
(2492;1840)
(2366;2972)
(2566;2886)
(2368;2003)
(1160;879)
(4075;8224)
(2057;2754)
(3587;8206)
(2022;2319)
(1041;523)
(3995;7849)
(893;681)
(3639;7807)
(2197;2108)
(2113;2105)
(4147;8332)
(3545;7812)
(616;654)
(3855;7840)
(2174;2208)
(2560;2504)
(613;711)
(4412;8129)
(3792;8320)
(686;916)
(3645;7698)
(3718;7695)
(2753;2112)
(672;663)
(2379;2542)
(2229;1992)
(4006;8030)
(1995;2248)
(1081;1025)
(551;1100)
(3752;8265)
(817;626)
(4149;8155)
(902;742)
(1133;663)
(2727;2611)
(4360;7925)
(850;1137)
(3797;8007)
(3645;8284)
(3696;8100)
(4153;8042)
(1030;997)
(2612;2119)
(2201;2685)
(2001;1978)
(541;1101)
(2096;1970)
(3782;8419)
(873;891)
(2026;2542)
(643;1012)
(995;954)
(2603;2102)
(2346;2454)
(1004;631)
(3914;8284)
(2598;2474)
(763;504)
(991;822)
(3959;7786)
(2569;2167)
(2966;2459)
(2210;2195)
(830;439)
(2644;2828)
(2406;2208)
(2039;2398)
(4030;7570)
(2467;2359)
(2839;2670)
(3886;7608)
(710;969)
(3997;7891)
(3950;8095)
(2040;2149)
(2008;2068)
(668;614)
(1921;2404)
(2383;2825)
(679;778)
(2487;2800)
(2220;2322)
(2653;2108)
(2719;2895)
(2671;2378)
(1110;744)
(2553;1959)
(2103;2849)
(4214;8285)
(2566;2897)
(714;1018)
(2669;2166)
(4390;8025)
(2844;2630)
(1162;876)
(2072;2849)
(3793;8217)
(2153;2074)
(2559;2829)
(682;826)
(2882;2399)
(2861;2456)
(3857;7647)
(2876;2366)
(2219;2944)
(3980;8473)
(3929;8311)
(4198;7904)
(3814;7712)
(3824;8224)
(826;996)
(1813;2483)
(3654;8352)
(4338;8099)
(524;1017)
(2783;2274)
(3500;7976)
(714;486)
(4118;8178)
(2358;2974)
(4357;8320)
(2515;2911)
(3884;8486)
(4052;8022)
(2325;2524)
(635;737)
(3900;7962)
(925;956)
(3867;7617)
(2273;2103)
(3661;7963)
(3952;7503)
(3697;7619)
(4411;8269)
(470;782)
(4152;7602)
(761;805)
(2186;2434)
(1113;920)
(955;1091)
(2782;2346)
(490;782)
(4321;8066)
(831;1045)
(2797;2040)
(831;709)
(1100;678)
(2061;2173)
(2477;2413)
(2136;2272)
(757;616)
(3927;8427)
(4053;8483)
(3839;8452)
(4217;7866)
(1079;997)
(4307;7615)
(2407;2335)
(2079;2138)
(517;708)
(3957;7831)
(2622;1969)
(2186;2183)
(450;690)
(2472;2844)
(905;704)
(3896;7719)
(2632;2296)
(3652;8026)
(1988;2831)
(618;885)
(3793;8052)
(4295;8385)
(1964;2223)
(2908;2330)
(913;856)
(2734;2836)
(879;677)
(1993;2395)
(2479;2277)
(935;1074)
(581;482)
(3578;7810)
(4257;8244)
(2841;2162)
(2899;2210)
(4464;7938)
(2950;2173)
(3802;8343)
(1967;2318)
(1032;757)
(4050;8207)
(762;1005)
(2476;2159)
(2319;2257)
(2305;1824)
(2344;2928)
(3733;8102)
(3776;8140)
(4081;7666)
(2823;2465)
(977;488)
(4013;7834)
(870;873)
(2139;1948)
(2054;2536)
(2499;2614)
(2792;2793)
(2735;2230)
(3875;7542)
(3905;8344)
(4303;8176)
(2639;2590)
(4303;8055)
(2418;2656)
(4230;7896)
(1021;1058)
(3896;8237)
(4260;8226)
(1080;827)
(4321;8172)
(3978;8183)
(3735;7719)
(898;571)
(3712;8170)
(4110;8308)
(4402;8216)
(3979;7747)
(3767;8144)
(4291;8180)
(658;913)
(4377;7871)
(3591;7896)
(4103;7779)
(2718;2080)
(3862;8394)
(1888;2554)
(3589;7802)
(903;888)
(3950;8271)
(2161;2545)
(2387;1957)
(3662;8233)
(2401;2244)
(3681;7992)
(2036;1982)
(795;668)
(1063;637)
(3659;7723)
(2416;2626)
(2454;2002)
(439;846)
(2804;2552)
(4414;7888)
(1061;746)
(2565;2943)
(2022;2541)
(3602;7961)
(2722;1976)
(655;820)
(441;848)
(2890;2227)
(2653;2779)
(3993;7789)
(2949;2543)
(2203;2795)
(2272;2959)
(2124;2207)
(3958;7854)
(843;622)
(2517;1825)
(610;505)
(3679;8099)
(2540;1973)
(785;518)
(3703;8254)
(497;910)
(2572;2469)
(2292;2562)
(4370;8044)
(2713;1928)
(3872;7516)
(4337;8169)
(900;481)
(2807;2390)
(2156;2306)
(2044;2718)
(2657;2671)
(886;890)
(4002;8038)
(594;600)
(2965;2393)
(606;652)
(3737;8189)
(2458;2632)
(3826;7966)
(3617;8097)
(2283;2020)
(4263;8021)
(2426;2676)
(3750;8096)
(892;781)
(898;1047)
(846;883)
(772;1190)
(732;518)
(1918;2667)
(4378;7832)
(4067;7971)
(3707;7649)
(2188;2675)
(4444;7992)
(3740;8298)
(3838;8441)
(3982;8383)
(2590;2066)
(2400;2516)
(2141;2626)
(2197;2001)
(2767;2562)
(2345;2679)
(2601;2729)
(2144;2549)
(4402;8053)
(520;696)
(619;953)
(1184;685)
(1029;845)
(687;601)
(3879;8019)
(2416;2425)
(2559;2908)
(4185;8164)
(4353;8136)
(3966;7944)
(3536;7840)
(3868;8185)
(490;788)
(4357;7891)
(3736;8371)
(4237;7607)
(2431;2826)
(2913;2393)
(3575;8263)
(1079;944)
(4039;7916)
(3842;8010)
(2872;2200)
(573;914)
(2617;2749)
(4453;7863)
(2637;2443)
(2501;1899)
(4212;7863)
(2349;2654)
(571;971)
(2825;2661)
(3725;8152)
(4200;7623)
(1145;624)
(453;708)
(2652;2457)
(4089;8204)
(4090;7601)
(3633;8131)
(801;1123)
(646;521)
(4208;8257)
(669;520)
(1999;2397)
(2764;2299)
(3958;8494)
(3917;7722)
(2568;2940)
(881;912)
(824;804)
(2417;2608)
(879;738)
(2245;2118)
(3683;8339)
(3627;8310)
(3752;8130)
(2508;2017)
(2906;2588)
(679;1035)
(4010;8300)
(1039;1042)
(4140;7760)
(648;529)
(2325;2360)
(4255;8137)
(2772;1968)
(2245;2119)
(3608;7903)
(1170;794)
(2435;2485)
(2499;2059)
(764;787)
(572;1121)
(2939;2161)
(3639;7842)
(3816;8456)
(2334;2382)
(677;557)
(934;1156)
(1113;1041)
(961;1095)
(1097;937)
(995;813)
(4353;7867)
(943;607)
(1844;2327)
(2276;2373)
(2494;2631)
(685;892)
(4205;7992)
(4272;7778)
(2512;2747)
(4357;8135)
(1094;674)
(4273;8405)
(708;787)
(4089;8158)
(931;678)
(2933;2354)
(2816;2502)
(4260;8393)
(710;1175)
(435;798)
(2243;2345)
(655;779)
(985;879)
(2568;2172)
(2003;2125)
(1011;586)
(2607;2564)
(2312;2373)
(2784;2184)
(3814;8132)
(2390;1828)
(3883;8144)
(3835;8424)
(2773;2296)
(669;442)
(4360;8098)
(2786;2075)
(3517;8030)
(3819;8149)
(2686;2012)
(2609;2458)
(2210;2513)
(4280;8172)
(2348;2805)
(1956;2010)
(770;643)
(2599;2919)
(1141;839)
(931;1045)
(3747;8067)
(2432;2774)
(1872;2146)
(2384;2970)
(3913;8029)
(780;916)
(4074;8184)
(4118;7557)
(4358;7890)
(2059;2470)
(4119;8301)
(3958;8231)
(2775;2265)
(4151;7886)
(4338;8081)
(2385;2286)
(4023;7841)
(2294;1952)
(2592;2513)
(2613;2334)
(761;941)
(601;663)
(530;957)
(2027;1948)
(3604;7903)
(3889;8444)
(3781;7590)
(2955;2340)
(3934;8062)
(4193;7942)
(994;507)
(4086;8334)
(2914;2630)
(3767;7815)
(803;672)
(4057;7692)
(2747;2272)
(493;837)
(473;577)
(1919;2327)
(781;936)
(851;699)
(2356;2213)
(3645;8174)
(608;1009)
(3660;7707)
(2130;1936)
(576;1104)
(2882;2238)
(744;771)
(549;754)
(553;1053)
(2307;2460)
(2827;2113)
(1950;2440)
(2258;1950)
(2510;2294)
(906;458)
(610;723)
(4376;7901)
(2579;1957)
(810;1127)
(2814;2191)
(2906;2437)
(4032;7505)
(2790;2639)
(2537;2210)
(2807;2654)
(2672;1948)
(2811;2371)
(2805;2316)
(833;690)
(827;488)
(3792;7562)
(3972;7699)
(490;756)
(4062;7982)
(705;668)
(1944;2448)
(2910;2671)
(816;722)
(4152;8209)
(4126;8175)
(2278;2786)
(794;942)
(3821;8042)
(2328;2055)
(2023;2578)
(1003;818)
(1863;2386)
(4184;8260)
(647;463)
(2177;2678)
(3839;8426)
(3787;8316)
(671;495)
(692;1116)
(2923;2319)
(882;881)
(2222;2455)
(873;1138)
(2619;2162)
(721;1095)
(2829;2402)
(4427;8057)
(3960;8130)
(4165;7631)
(2139;2182)
(1142;624)
(2704;2762)
(2071;1907)
(2404;1872)
(4406;7883)
(2250;1845)
(4045;7601)
(2209;2719)
(4105;7887)
(3791;8114)
(639;874)
(4051;7669)
(995;843)
(2527;1815)
(2043;2731)
(4102;8213)
(2535;2228)
(4225;8287)
(3931;8169)
(717;902)
(774;709)
(4107;8189)
(898;946)
(3567;7802)
(1003;513)
(2595;1954)
(767;610)
(575;570)
(3929;7839)
(3608;8045)
(2866;2185)
(446;879)
(1168;728)
(2098;1916)
(4373;8069)
(3921;8001)
(4179;7766)
(621;644)
(4451;8016)
(1960;2747)
(3611;8207)
(4276;7971)
(2276;2876)
(1015;944)
(2359;2725)
(2506;2427)
(3623;7777)
(3609;8099)
(4453;7921)
(569;848)
(599;499)
(3902;8378)
(1108;1029)
(2353;2071)
(4217;7664)
(2267;2707)
(3709;7631)
(2967;2251)
(1049;652)
(3818;7738)
(647;524)
(2812;2204)
(3893;8230)
(3909;7954)
(2547;2434)
(3767;7691)
(2351;2613)
(4131;7803)
(687;578)
(707;974)
(2171;2870)
(1158;752)
(2263;2453)
(2646;2878)
(2238;2702)
(3575;8262)
(426;878)
(891;1132)
(687;625)
(4320;7794)
(987;1017)
(937;478)
(953;737)
(2697;2234)
(4064;8397)
(3657;7675)
(2324;2363)
(2233;2010)
(2154;2100)
(2972;2236)
(2119;2600)
(3836;8461)
(2757;1946)
(2672;2834)
(692;1069)
(2134;2493)
(3670;8055)
(2148;2331)
(4133;8328)
(2441;1917)
(4234;8297)
(3778;8252)
(636;482)
(3750;7838)
(1051;867)
(2783;2186)
(3761;8357)
(4013;7964)
(2562;2578)
(4021;8020)
(3808;8408)
(3825;7947)
(1931;2464)
(3916;7590)
(2569;2012)
(4194;8144)
(4092;8133)
(4072;7685)
(1928;2049)
(3663;7761)
(628;749)
(2489;2663)
(4401;8119)
(3889;8281)
(4031;8258)
(3653;8009)
(4037;8192)
(3714;7928)
(774;1088)
(2672;2651)
(2481;2346)
(2556;2698)
(3795;8045)
(983;812)
(4243;8040)
(2749;2463)
(3930;7991)
(4107;7901)
(2317;2727)
(4346;7921)
(863;421)
(3601;7861)
(2218;2496)
(3553;7816)
(605;1065)
(4058;7927)
(3817;7647)
(2464;2697)
(891;682)
(712;1142)
(1000;647)
(3590;7835)
(4081;8404)
(3925;7826)
(2386;2306)
(717;1095)
(2866;2121)
(569;796)
(911;724)
(4480;7893)
(4319;8159)
(601;941)
(2941;2303)
(3791;8405)
(3851;7723)
(1082;872)
(1021;616)
(4192;7874)
(2342;2834)
(859;1056)
(1083;856)
(2007;2420)
(2222;2032)
(4238;7946)
(3851;8250)
(3792;7945)
(3648;8222)
(2265;2411)
(3796;7556)
(2086;2312)
(889;784)
(2618;2407)
(2419;1986)
(608;655)
(1043;822)
(4116;7585)
(2573;2208)
(3873;8440)
(1098;906)
(4424;8006)
(4066;7876)
(2943;2467)
(1170;922)
(3663;7875)
(802;464)
(3941;8169)
(3753;8136)
(676;874)
(2898;2596)
(1071;747)
(3730;8226)
(3883;8109)
(3592;7982)
(2176;2775)
(4164;8408)
(1084;861)
(699;550)
(1058;932)
(3655;7734)
(4492;7919)
(1886;2562)
(3921;7671)
(779;1003)
(4173;7696)
(2501;2031)
(2232;2855)
(4010;8230)
(2081;2140)
(1038;1001)
(2574;2320)
(2684;2026)
(4028;7837)
(854;463)
(2724;2009)
(1039;919)
(1931;2063)
(4087;7606)
(4112;8194)
(2525;2518)
(621;805)
(3566;8228)
(2771;2814)
(1864;2361)
(3802;8384)
(3987;7595)
(2425;2627)
(4025;7786)
(666;994)
(2439;2875)
(2076;2164)
(1160;948)
(3972;7573)
(2303;2288)
(4086;7750)
(3780;8083)
(2689;2826)
(2602;2117)
(578;1008)
(2710;2439)
(1137;768)
(2148;2595)
(1915;2329)
(3877;7559)
(2485;2294)
(4282;8173)
(3890;7966)
(831;824)
(2182;2957)
(789;651)
(3997;8477)
(4190;8093)
(3615;8019)
(925;1139)
(831;879)
(3855;8107)
(3871;8179)
(2636;2009)
(3892;8267)
(1146;716)
(3838;7735)
(2456;2996)
(2384;2800)
(929;683)
(2442;2901)
(4053;7925)
(739;751)
(753;527)
(3952;8395)
(2022;2134)
(3816;7724)
(2809;2128)
(2354;2687)
(656;638)
(2541;2517)
(4077;7867)
(2000;2220)
(3668;7771)
(2482;2343)
(4217;7941)
(1961;2607)
(2612;2794)
(3765;8022)
(3611;7714)
(2403;2895)
(639;631)
(3687;8291)
(757;678)
(2127;2300)
(4359;8169)
(2366;2154)
(535;1081)
(4140;8099)
(4057;7986)
(2084;2212)
(493;582)
(436;661)
(587;656)
(4233;8186)
(612;1089)
(2253;2013)
(2571;1976)
(2408;2218)
(2903;2289)
(2341;2109)
(4360;7669)
(2206;2078)
(2040;2485)
(989;1019)
(1055;874)
(3748;7925)
(2900;2089)
(2858;2316)
(3931;8293)
(4185;8099)
(4087;7517)
(4075;8271)
(4099;8263)
(3692;8241)
(906;616)
(3776;8246)
(4328;7719)
(2070;2057)
(3860;8057)
(1875;2285)
(4205;7756)
(2522;2834)
(1990;2539)
(2690;2818)
(3673;8125)
(1837;2470)
(549;763)
(825;1081)
(4051;8225)
(3904;8187)
(4111;8340)
(3948;7678)
(593;961)
(3855;8462)
(2464;2492)
(1062;948)
(964;781)
(3952;8460)
(4435;7981)
(743;856)
(1035;955)
(2013;2482)
(4087;7774)
(2471;2314)
(1909;2160)
(654;656)
(4327;8250)
(911;1143)
(462;637)
(1179;848)
(2446;2209)
(3781;7693)
(1075;674)
(728;969)
(1084;1012)
(2753;2861)
(1845;2342)
(2679;2213)
(3585;8248)
(3611;8224)
(536;722)
(2041;2675)
(3827;8331)
(945;967)
(4129;7735)
(2928;2447)
(2061;2732)
(2204;2350)
(3628;7816)
(2615;1900)
(4329;8131)
(4116;8187)
(2119;2077)
